cuda build: 1739719199.192453-search-HD_SD-0D/1740092093.3725736-3

------------------------- CONFIG -------------------------
	n_neurons: 225
	activation_func_name: ReTanh
	dt: 50.0
	tau: 500.0
	W_in_init: normal
	W_rec_init: normal
	hidden_g: 1.1
	learn_x_0: True
	learn_W_in: True
	learn_W_rec: True
	learn_W_out: False
	state_noise_std: 0.1
	rate_noise_std: 0.0
	output_noise_std: 0.0
	weight_loss_type: 2
	weight_lambda: 0.5
	rate_loss_type: 2
	rate_lambda: 0.01
	rank: None
	time: 1740092093.3725736
	build_seed: 0
	max_hours: 48
	device: cuda
	optimiser_name: Adam
	num_loader_workers: 4
	training_threshold: 0.0
	training_convergence_std_threshold: 0.01
	training_convergence_std_threshold_window: 5000
	savedir: 1739719199.192453-search-HD_SD-0D
	save_initial_net: False
	save_losses: [0.2, 0.1, 0.05, 0.025, 0.01, 0.005, 0.001, 0.0008, 0.0006, 0.0004, 0.0002, 1e-05]
	save_epochs: 1000
	test_epochs: 100
	HF_damping: 0.5
	HF_delta_decay: 0.95
	HF_cg_max_iter: 100
	n_timesteps: 500
	n_epochs: -1
	max_epochs: 500000
	num_batch_repeats: 1
	batch_size: 500
	minibatch_size: 500
	max_lr: 0.001
	min_lr: 1e-09
	lr_initial_schedule: 1e-09
	lr_anneal_schedule: 1e-09
	test_n_timesteps: 500
	test_batch_size: 1000
	test_fig_width: 20
	test_fig_height: 10
	test_fig_margin: 0.06
	task: HD_SD-0D
	n_inputs: 5
	n_outputs: 4
	init_duration: 10
	av_step_std: 0.03
	av_step_momentum: 0.8
	av_step_zero_prob: 0.5
	name: 3

----------------------------------------------------------

(cuda) Test dataset loss without training: 0.6272

(cuda) Epoch: 1; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6312; Time Elapsed: 1.6s
(cuda) Epoch: 2; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6083; Time Elapsed: 1.4s
(cuda) Epoch: 3; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6068; Time Elapsed: 1.5s
(cuda) Epoch: 4; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6058; Time Elapsed: 1.4s
(cuda) Epoch: 5; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6044; Time Elapsed: 1.3s
(cuda) Epoch: 6; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6025; Time Elapsed: 1.2s
(cuda) Epoch: 7; Updates: 1 (lr=1.0000E-03); Average Loss: 0.6000; Time Elapsed: 1.2s
(cuda) Epoch: 8; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5987; Time Elapsed: 1.2s
(cuda) Epoch: 9; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5967; Time Elapsed: 1.2s
(cuda) Epoch: 10; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5965; Time Elapsed: 1.1s
(cuda) Epoch: 11; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5960; Time Elapsed: 1.1s
(cuda) Epoch: 12; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5921; Time Elapsed: 1.2s
(cuda) Epoch: 13; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5905; Time Elapsed: 1.3s
(cuda) Epoch: 14; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5930; Time Elapsed: 1.4s
(cuda) Epoch: 15; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5869; Time Elapsed: 1.2s
(cuda) Epoch: 16; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5885; Time Elapsed: 1.2s
(cuda) Epoch: 17; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5933; Time Elapsed: 1.4s
(cuda) Epoch: 18; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5864; Time Elapsed: 1.1s
(cuda) Epoch: 19; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5825; Time Elapsed: 1.2s
(cuda) Epoch: 20; Updates: 1 (lr=1.0000E-03); Average Loss: 0.5878; Time Elapsed: 1.5s
